1,-1,1691.97,381.048,152.23,352.617,0.995616,-1,-1,-1
1,-1,1233.55,467.507,133.65,218.985,0.980069,-1,-1,-1
1,-1,108.484,461.531,97.759,297.453,0.942438,-1,-1,-1
1,-1,256.996,420.694,101.497,296.434,0.938051,-1,-1,-1
1,-1,19.5685,469.707,87.4595,343.434,0.872169,-1,-1,-1
1,-1,1869.09,376.414,49.91,222.562,0.754415,-1,-1,-1
1,-1,1252.28,509.199,59.49,133.608,0.65418,-1,-1,-1
1,-1,0,265.374,109.767,381.325,0.629887,-1,-1,-1
2,-1,1691.29,382.432,187.78,363.197,0.99714,-1,-1,-1
2,-1,249.136,473.997,108.874,235.769,0.986837,-1,-1,-1
2,-1,1272.37,447.903,72.79,217.543,0.985943,-1,-1,-1
2,-1,88.626,445.029,104.591,328.988,0.967904,-1,-1,-1
2,-1,10.6657,486.485,106.665,375.935,0.812186,-1,-1,-1
2,-1,1875.74,375.006,43.26,203.969,0.749853,-1,-1,-1
2,-1,3.37989,285.912,96.0394,365.456,0.579795,-1,-1,-1
3,-1,1703.29,380.319,180.14,344.491,0.997301,-1,-1,-1
3,-1,1275.12,449.542,77.48,212.878,0.984799,-1,-1,-1
3,-1,260.157,441.321,103.242,275.996,0.981736,-1,-1,-1
3,-1,91.6913,480.534,105.259,284.27,0.973085,-1,-1,-1
3,-1,0,274.243,111.097,669.417,0.925986,-1,-1,-1
3,-1,1252.19,475.714,49.63,185.759,0.786207,-1,-1,-1
3,-1,1874.27,375.553,44.73,199.789,0.75428,-1,-1,-1
4,-1,1698.06,390.287,158.29,320.432,0.996181,-1,-1,-1
4,-1,0,284.033,109.849,628.917,0.990643,-1,-1,-1
4,-1,1291.85,440.04,74.5,255.35,0.98008,-1,-1,-1
4,-1,254.554,426.438,110.3,300.785,0.979648,-1,-1,-1
4,-1,92.9269,473.023,108.595,292.996,0.978604,-1,-1,-1
4,-1,1261.51,492.931,66.1,162.723,0.842982,-1,-1,-1
4,-1,1871.56,373.3,47.44,203.455,0.818952,-1,-1,-1
5,-1,1696.65,386.656,155.3,347.506,0.993925,-1,-1,-1
5,-1,0,246.68,116.7,677.913,0.990555,-1,-1,-1
5,-1,1273.26,442.289,92.31,235.936,0.983911,-1,-1,-1
5,-1,97.7056,475.972,94.0824,276.654,0.948322,-1,-1,-1
5,-1,1868.96,362.823,50.04,206.49,0.880095,-1,-1,-1
5,-1,264.041,434.493,115.622,285.328,0.750853,-1,-1,-1
6,-1,1705.35,397.595,153.22,335.607,0.996048,-1,-1,-1
6,-1,0,245.031,123.924,693.271,0.988873,-1,-1,-1
6,-1,95.77,479.716,107.673,293.688,0.986938,-1,-1,-1
6,-1,1276.15,442.949,92.07,234.107,0.982222,-1,-1,-1
6,-1,1866.39,349.775,52.61,218.644,0.89568,-1,-1,-1
6,-1,251.272,446.831,91.44,256.325,0.870085,-1,-1,-1
6,-1,1262.9,480.995,53.99,172.091,0.776214,-1,-1,-1
7,-1,1686.41,392.86,183.13,335.486,0.996342,-1,-1,-1
7,-1,1274.76,438.168,89.09,234.233,0.972008,-1,-1,-1
7,-1,0,225.188,147.16,689.978,0.96411,-1,-1,-1
7,-1,263.729,450.479,98.498,257.106,0.951638,-1,-1,-1
7,-1,90.9364,470.294,96.0606,313.024,0.92323,-1,-1,-1
