1,-1,281.931,187.466,361.861,397.003,0.997784,-1,-1,-1
1,-1,56.6878,144.225,150.245,440.132,0.997601,-1,-1,-1
1,-1,378.618,188.922,545.049,423.049,0.995973,-1,-1,-1
1,-1,203.983,207.153,249.536,340.987,0.985409,-1,-1,-1
1,-1,155.331,202.131,211.492,364.124,0.94249,-1,-1,-1
1,-1,136.718,190.031,177.988,366.177,0.852382,-1,-1,-1
2,-1,269.796,197.997,358.193,391.973,0.997721,-1,-1,-1
2,-1,56.5504,144.96,155.461,448.312,0.997179,-1,-1,-1
2,-1,401.402,172.071,545.697,430.833,0.994948,-1,-1,-1
2,-1,167.374,227.424,218.654,358.431,0.9619,-1,-1,-1
2,-1,216.511,210.273,253.201,346.676,0.938671,-1,-1,-1
2,-1,147.794,204.774,187.276,363.975,0.838842,-1,-1,-1
3,-1,64.7874,157.4,173.331,440.758,0.997287,-1,-1,-1
3,-1,268.043,184.128,340.518,386.069,0.995447,-1,-1,-1
3,-1,416.857,161.232,537.842,428.026,0.993389,-1,-1,-1
3,-1,171.6,215.795,225.446,358.683,0.962757,-1,-1,-1
3,-1,215.405,195.66,260.329,346.658,0.949537,-1,-1,-1
3,-1,140.357,194.457,191.833,363.396,0.847853,-1,-1,-1
4,-1,420.791,164.003,549.93,434.29,0.996617,-1,-1,-1
4,-1,262.994,195.135,341.448,394.832,0.995761,-1,-1,-1
4,-1,61.256,150.2,187.832,451.38,0.995554,-1,-1,-1
4,-1,175.208,208.079,230.687,363.333,0.974032,-1,-1,-1
4,-1,224.823,211.013,263.11,345.3,0.941396,-1,-1,-1
4,-1,155.668,205.692,194.067,350.572,0.507287,-1,-1,-1
5,-1,434.105,159.018,559.052,434.925,0.995753,-1,-1,-1
5,-1,262.358,188.535,334.71,382.293,0.992384,-1,-1,-1
5,-1,64.7231,153.427,225.294,427.669,0.98755,-1,-1,-1
5,-1,228.192,212.353,271.081,347.477,0.980498,-1,-1,-1
5,-1,180.333,213.121,235.908,362.387,0.953667,-1,-1,-1
5,-1,106.094,162.331,175.808,340.797,0.667354,-1,-1,-1
6,-1,256.331,179.604,315.629,384.049,0.996394,-1,-1,-1
6,-1,441.627,174.493,548.727,425.48,0.992144,-1,-1,-1
6,-1,65.5473,164.478,228.486,444.945,0.989228,-1,-1,-1
6,-1,177.409,216.893,231.417,361.475,0.967242,-1,-1,-1
6,-1,235.833,203.613,275.946,349.012,0.945697,-1,-1,-1
6,-1,109.369,166.868,176.383,325.394,0.759937,-1,-1,-1
6,-1,66.6542,214.755,96.0029,264.375,0.630435,-1,-1,-1
6,-1,191.531,202.875,227.012,271.562,0.503938,-1,-1,-1
7,-1,449.201,163.894,558.158,433.751,0.998049,-1,-1,-1
7,-1,241.314,190.42,311.638,371.033,0.996652,-1,-1,-1
7,-1,71.6031,153.772,246.886,443.205,0.98706,-1,-1,-1
7,-1,185.659,234.378,238.813,354.546,0.954696,-1,-1,-1
7,-1,66.5255,212.778,97.2283,259.088,0.685141,-1,-1,-1
7,-1,115.778,166.117,188.617,343.385,0.591923,-1,-1,-1
8,-1,466.104,166.858,555.674,442.709,0.998298,-1,-1,-1
8,-1,244.407,174.561,306.067,390.304,0.996497,-1,-1,-1
8,-1,123.427,159.24,237.225,444.685,0.975059,-1,-1,-1
8,-1,201.122,217.371,245.98,360.536,0.950049,-1,-1,-1
9,-1,239.97,175.491,307.651,389.928,0.997788,-1,-1,-1
9,-1,470.983,158.791,557.838,425.507,0.994853,-1,-1,-1
9,-1,138.14,165.274,206.542,413.063,0.972396,-1,-1,-1
9,-1,209.038,223.205,238.48,346.659,0.699889,-1,-1,-1
10,-1,490.458,161.539,568.455,433.542,0.998887,-1,-1,-1
10,-1,227.859,180.966,308.636,389.83,0.997242,-1,-1,-1
10,-1,138.814,172.908,207.691,379.398,0.966586,-1,-1,-1
10,-1,207.795,207.341,240.471,363.992,0.771827,-1,-1,-1
11,-1,485.049,150.469,578.244,430.973,0.998951,-1,-1,-1
11,-1,218.328,194.324,308.515,385.924,0.991807,-1,-1,-1
11,-1,143.84,176.397,251.32,454.108,0.972094,-1,-1,-1
12,-1,492.869,156.645,587.048,432.743,0.999452,-1,-1,-1
12,-1,215.533,183.073,308.314,381.621,0.984114,-1,-1,-1
12,-1,154.816,151.072,247.44,441.702,0.9755,-1,-1,-1
13,-1,500.126,158.829,600.672,427.505,0.999186,-1,-1,-1
13,-1,161.066,145.736,264.69,448.518,0.993706,-1,-1,-1
13,-1,219.123,195.168,302.131,382.641,0.963507,-1,-1,-1
13,-1,268.418,207.036,312.048,316.843,0.769279,-1,-1,-1
14,-1,498.52,159.536,609.737,432.074,0.999149,-1,-1,-1
14,-1,159.829,138.46,298.76,441.502,0.997235,-1,-1,-1
14,-1,269.55,200.441,323.597,321.547,0.897891,-1,-1,-1
15,-1,176.066,149.162,282.541,445.435,0.996929,-1,-1,-1
15,-1,508.997,161.941,615.665,426.42,0.996709,-1,-1,-1
15,-1,279.589,206.513,327.575,338.581,0.991513,-1,-1,-1
16,-1,170.94,146.702,284.793,450.98,0.998414,-1,-1,-1
16,-1,510.357,169.143,623.953,430.948,0.997883,-1,-1,-1
16,-1,285.279,205.905,331.066,348.913,0.996877,-1,-1,-1
17,-1,513.378,168.154,627.115,438.936,0.998034,-1,-1,-1
17,-1,184.011,153.317,288.906,449.774,0.995869,-1,-1,-1
17,-1,284.166,201.934,346.545,342.992,0.917349,-1,-1,-1
18,-1,530.124,159.648,627.305,429.902,0.998161,-1,-1,-1
18,-1,295.778,203.537,344.394,341.863,0.990652,-1,-1,-1
18,-1,175.285,164.298,301.635,458.242,0.990241,-1,-1,-1
18,-1,173.823,181.474,227.229,391.018,0.620964,-1,-1,-1
18,-1,176.192,183.025,209.496,240.67,0.511746,-1,-1,-1
19,-1,539.591,153.148,639,434.321,0.997805,-1,-1,-1
19,-1,293.45,203.179,341.037,344.597,0.995965,-1,-1,-1
19,-1,189.64,154.469,306.548,460.622,0.988479,-1,-1,-1
19,-1,175.494,164.273,225.623,422.472,0.945116,-1,-1,-1
20,-1,537.547,161.26,638.105,424.812,0.994915,-1,-1,-1
20,-1,297.768,202.796,348.895,352.784,0.989496,-1,-1,-1
20,-1,165.673,178.039,221.625,393.127,0.979027,-1,-1,-1
20,-1,206.196,177.082,336.036,438.376,0.936912,-1,-1,-1
21,-1,161.149,174.498,226.768,385.25,0.993418,-1,-1,-1
21,-1,556.184,154.678,638.799,425.881,0.992796,-1,-1,-1
21,-1,308.105,214.424,359.723,351.834,0.982397,-1,-1,-1
21,-1,213.057,154.815,337.026,434.903,0.960469,-1,-1,-1
21,-1,0.304614,179.233,31.7228,293.689,0.783707,-1,-1,-1
21,-1,244.278,171.333,304.437,326.412,0.54348,-1,-1,-1
22,-1,149.979,174.619,220.698,392.51,0.994828,-1,-1,-1
22,-1,568.422,149.768,638.826,430.681,0.99077,-1,-1,-1
22,-1,207.229,176.429,365.763,449.694,0.963839,-1,-1,-1
22,-1,309.637,204.845,368.44,352.502,0.953732,-1,-1,-1
22,-1,0.341978,190.728,33.5953,309.142,0.598427,-1,-1,-1
23,-1,146.211,174.943,201.999,393.047,0.996437,-1,-1,-1
23,-1,222.515,166.049,369.326,451.47,0.984833,-1,-1,-1
23,-1,578.631,161.57,639,412.083,0.978597,-1,-1,-1
23,-1,315.149,211.57,366.559,350.586,0.82101,-1,-1,-1
23,-1,0,176.548,42.4124,359.336,0.807631,-1,-1,-1
23,-1,219.189,187.387,270.142,372.88,0.752326,-1,-1,-1
23,-1,232.408,190.999,267.483,268.369,0.665798,-1,-1,-1
23,-1,261.824,164.744,322.555,335.388,0.51734,-1,-1,-1
24,-1,120.94,168.093,213.702,386.065,0.997513,-1,-1,-1
24,-1,0,173.036,43.4966,422.474,0.995833,-1,-1,-1
24,-1,235.088,172.725,369.698,455.847,0.979642,-1,-1,-1
24,-1,587.703,167.199,636.737,361.708,0.83355,-1,-1,-1
24,-1,319.567,206.801,376.134,349.926,0.78107,-1,-1,-1
24,-1,237.824,193.942,270.83,257.001,0.745167,-1,-1,-1
24,-1,235.658,188.323,290.632,362.912,0.727878,-1,-1,-1
25,-1,128.08,175.868,207.071,393.259,0.998783,-1,-1,-1
25,-1,0,169.779,43.5329,434.046,0.991916,-1,-1,-1
25,-1,250.778,175.454,367.575,458.647,0.986607,-1,-1,-1
25,-1,594.308,164.484,635.941,329.657,0.924312,-1,-1,-1
25,-1,234.409,188.491,289.3,354.428,0.855918,-1,-1,-1
26,-1,117.979,169.148,209.485,400.343,0.996416,-1,-1,-1
26,-1,276.085,156.999,371.515,463.725,0.968984,-1,-1,-1
26,-1,598.229,166.819,639,307.482,0.937105,-1,-1,-1
26,-1,1.06226,162.698,49.882,434.14,0.912433,-1,-1,-1
26,-1,246.053,185.637,290.217,277.203,0.899592,-1,-1,-1
27,-1,108.448,165.674,206.541,399.88,0.994798,-1,-1,-1
27,-1,1.2024,171.061,57.2156,438.775,0.972926,-1,-1,-1
